reviews,cleaned_reviews,label
"Original Product ANd Cheapest from Market
Thanks, Daraz 
 ",original product cheapest market thanks daraz,1
"Original Product ANd Cheapest from Market
Thanks, Daraz 
 ",original product cheapest market thanks daraz,1
"Original Product ANd Cheapest from Market
Thanks, Daraz 
 ",original product cheapest market thanks daraz,1
"Original Product ANd Cheapest from Market
Thanks, Daraz 
 ",original product cheapest market thanks daraz,1
"Original Product ANd Cheapest from Market
Thanks, Daraz 
 ",original product cheapest market thanks daraz,1
"Original Product ANd Cheapest from Market
Thanks, Daraz 
 ",original product cheapest market thanks daraz,1
Original product same as shown in pic  with  tank ,original products came shown pick tank,0
very well packed and delivered on time happy with the product and service..thanks ,well packed delivered time happy product service thanks,1
amazing product safely arrived fully satisfied ,amazing product safely arrived fully satisfied,1
"zabardast quality, bht umda packing recommended",zabardast quality audio packing recommended,0
"Good product, original, well packed, timely delivered, satisfied and recommended",good product original well packed timely delivered satisfied recommended,1
"Quick delivery, lowest price, wonderful packing, over all is good, i recommended",quick delivery lowest price wonderful packing good recommended,1
received my order on time. package ws properly packed i a Bubble wrap. ☺️,received order time package properly packed bubble wrap,0
"nice packing and also good for cooking
",nice packing also good cooking,1
"nice packing and also good for cooking
",nice packing also good cooking,1
"nice packing and also good for cooking
",nice packing also good cooking,1
"nice packing and also good for cooking
",nice packing also good cooking,1
"nice packing and also good for cooking
",nice packing also good cooking,1
nice packing and also good for cooking,nice packing also good cooking,1
nice packing and also good for cooking,nice packing also good cooking,1
original product with nice packaging. received within time. fresh stock,original products nice packaging received within time fresh stock,1
well packed with expiry date mention delivery on time thanks daraz !!,well packed expiry date mention delivery time thanks daraz,1
"NICE PEKING GOOD PRODUCT GOOD OIL QUALITY THANKS HBL , THANKS DARAZ",nice seeking good products good oil quality thanks hell thanks daraz,1
"Original Product
 timely Delivered
 Less than market rate 
satisfied with Daraz services and products
 I will suggest everyone to shopping with daraz you just need to check reviews and comments before order something on daraz Excellent Experience 💞💓",original products timely delivered less market rate satisfied daraz services products suggest everyone shopping daraz need check reviews comments order something daraz excellent experience,1
"Original Product
 timely Delivered
 Less than market rate 
satisfied with Daraz services and products
 I will suggest everyone to shopping with daraz you just need to check reviews and comments before order something on daraz Excellent Experience 💞💓",original products timely delivered less market rate satisfied daraz services products suggest everyone shopping daraz need check reviews comments order something daraz excellent experience,1
"well rapped pakage
first delivery attempt was failed cuz of my inavailability but the pakage was delivered the second day
overall good service 
and the product quality obviously is acceptable cuz meezan is a very well known brand",well wrapped package first delivery attempt failed unavailability package delivered second day overall good service product quality obviously acceptable means well known brand,1
"Original Product 
timely Delivered
Less than market rate 
satisfied with Daraz services and products 
I will suggest everyone to shopping with daraz
you just need to check reviews and comments before order something on daraz
Excellent Experience 
💞💓",original products timely delivered less market rate satisfied daraz services products suggest everyone shopping daraz need check reviews comments order something daraz excellent experience,1
"Original Product 
timely Delivered
Less than market rate 
satisfied with Daraz services and products 
I will suggest everyone to shopping with daraz
you just need to check reviews and comments before order something on daraz
Excellent Experience 
💞💓",original products timely delivered less market rate satisfied daraz services products suggest everyone shopping daraz need check reviews comments order something daraz excellent experience,1
"Bought two of them. Aa always. Nice packaging and Economical Price.
Product came quickly. 

Seller is cooperative ",bought two always nice packaging economical price product came quickly seller cooperative,1
"Thanks daraz, product is original i have ordered this  many time from daraz and rates are very economical from Market. love ❤️ to explore daraz for exciting offers. ",thanks daraz product original ordered many times daraz rates economical market love explore daraz exciting offers,1
Thanks Daraz for sending me Mezan Canola Cooking Oil. I always trust on Daraz by shopping my favorite products. I agree that one of the most versatile and healthy oils to cook with and eat is Mezan Canola Cooking oil. Thanks Dz & seller.,thanks daraz sending mezan canola cooking oil always trust daraz shipping favorite products agree one versatile healthy oils cook eat mezan canola cooking oil thanks dz sellers,1
"Received undamaged, without any oil leakage. Price was the best thing about order even after high shipping rates.",received undamaged without oil leakage price best thing order even high shipping rates,1
Very good product with perfect packing 100% original product with fast service by daraz. 👌👌👌💯💯💯,good product perfect packing 100 original products fast service daraz,1
Packaging was Okay. Delivered a bit late because other items were delivered quickly. Good deal as delivery was free. Great taste and quality as always. ,packaging okay delivered bit late items delivered quickly good deal delivery free great taste quality always,1
100% Original Canola Oil in the best price offer. Highly recommended this product if you are looking for the best canola oil on reasonable good price.,100 original canola oil best price offer highly recommended product looking best canola oil reasonable good price,1
"Meezan Canolive cooking oil is Very good for health. It is my favorite proct. The delivery was little bit late, but does't matter. I am satisfied with the product and seller. Thx Daraz n seller.",meezan canolive cooking oil good health favorite product delivery little bit late matter satisfied product seller daraz seller,1
Excellent product. . ordered third time and same as described thanks daraz for such a wonderful product once again...,excellent product ordered third time described thanks data wonderful product,1
Satisfied with the product but not happy with your courier partner TCS they delivered after 7 days and   misguided me through fake delivery attempts and your application notified me that my order is cancelled in the morning and delivered the order in the evening Pathetic 😡,satisfied product happy courier partner tcs delivered 7 days misguided fake delivery attempts application notified order cancelled morning delivered order evening pathetic,-1
"ORIGINAL PRODUCT, TIMELY DELIVERED, WELL PACKED, VERY HAPPY TO PURCHASE AT DISCOUNTED PRICE THAN MARKET, THX DARAZ ",original products timely delivered well packed happy purchase discounted price market daraz,1
good experience with this product. the oil is original and i recvied within two days....Thank u seller...,good experience product oil original received within two days thank seller,1
main thing long expiry ....i don't know about quality but packaging and the product look amazing and very cheap price,main thing long expiry I know quality packaging products look amazing cheap price,1
Got at an amazing discount on promotion. Will definitely reccomend to others. Use Bank discount to cover shipping costs 😊,got amazing discount promotion definitely recommend others use bank discounts cover shipping costs,1
Received within 2 days.. Really great packaging.. And another great experience with daraz.. Keep shining,received within 2 days really great packaging another great experience data keep shining,1
bht bht bht acha experience raha jesi pic thi wesa hi deliver hu with no delivery charges... jis date ka bata tha ussay phla aye best product aur packing bhi bht achi hue ve thi thank u seller ,acha experience raha jesi pick wesa deliver us delivery charges date ka bata ussay phla best product packing bhi achi hue thank u seller,1
awesome absolutely orignal ...daraz mall products re absolutely genuine and delivery was awesome as well..love daraz,awesome absolutely original daraz mall products absolutely genuine delivery awesome well love daraz,1
"Everything this about this product was good, got it in intact packing with proper stickers and expiry date is visibly printed and got this on discounted deal....Thanks both seller and Daraz",everything product good got intact packing proper stickers expiry date visibly printed got discounted deal thanks seller daraz,1
"Mezan Canola Oil 1x5 litre 💯% Original and got this within 2 days+free & fast delivery ,well packed👍🏻availed this offer on 12 12 in such a reasonable price cheaper thn market rates.
Totally 😊, Recommend 👍🏻",mezan canola oil 1x5 litre original got within 2 days free fast delivery well pact availed offer 12 12 reasonable price cheaper market rates totally recommend,1
i am delighted to receive the Meezan Cooking Oil with fast n safe delivery.  Thank  daraz for time n money saving. This is one of good quality cooking oil available in market. My family love and recommend Mezan Cooking oil.,I delighted receive meezan cooking oil fast safe delivery thank daraz time money saving one good quality cooking oil available markets family love recommend mezan cooking oil,1
"No doubt about it that the delivery couldn't be more fast then FBD items,  the packing, care, safety, delivery, items I mean overall it was a wow experience, thanks daraz.",doubt delivery fast feed items packing care safety delivery items mean overall slow experience thanks data,1
"bahut hi achi aur  umda packing men item receive hoa mujhy
markeet sy kam rate men mila 
original product receive hoi mujy 
100% satisfied 
men zaror next time bhi purchase karo ga aur sab ko prefer bhi karo ga
welldone Daraz",bahut achi aur umda packing men item receive much market came rate men mil original product receive much 100 satisfied men zaror next time bhi purchase karo go sab prefer bhi karo go welcome daraz,1
Save lot of money by ordering this product at Daraz. Original and very well packed . Thank you Daraz 😊,save lots money ordering product daraz original well packed thank daraz,1
original product 100% quality is the same with the best discounted price. Long expiry date and its my 4th order to avail this good offer by supplier. Highly recommended meezan canola oil pouch pack and thank you Daraz.,original product 100 quality best discounted price long expiry date 4th order avail good offer supplier highly recommended meezan canola oil pouch pack thank daraz,1
its my 3rd order for Meezan canola pouch carton. 100% good quality original product delivered. 100% recommended product econimical price from the market price with well packed product with a good discounted price and a gift tang pouch. thank  you seller and daraz.,3rd order meezan canola pouch carton 100 good quality original products delivered 100 recommended product economical price market price well packed products good discounted price gift tank pouch thank seller daraz,1
"I have a good experience with meezan
good price offer by daraz with minimum delivery charges
thanks daraz",I good experience meezan good price offered daraz minimum delivery charges thanks daraz,1
"Really happy with the purchase.
Received in time. Good expiry.
Well packed, No leakage.
At a discounted rate from the market.
Recommended!!",really happy purchase received time good expiry well packed leakage discounted rate market recommended,1
"Order Received very fast, such quick delivery. Although I have not opened the packet yet, it was packed very nicely. Thanks, Daraz. It was same as described.",order received fast quick delivery although I opened packet yet packed nicely thanks data described,1
Meezan canola oil is good for health low colestrol and good quality for health.Also best product in low price.,median canola oil good health low cholesterol good quality health also best products low price,1
Good product and get at discounted rate due to HBL card offer. Product has good expiry timeline.,good product get discounted rate due hbl card offer products good expiry timeline,1
thanks daraz for fresh and original products at responsible price and very fast delivery service,thanks data fresh original products responsible prices fast delivery service,1
100% original oil and cheaper than market as well.... But the leopard delivery is just pathetic ,100 original oil cheaper market well leopard delivery pathetic,-1
"speedy delivery, fresh product and excellent price. thanks 😊",speedy delivery fresh products excellent price thanks,1
Good packaging. received excellent product same as shown picture. thanks seller daraz lovers.,good packaging received excellent products shown picture thanks seller daraz lovers,1
"I buy 3 carton but packing 1 of them was leaked ans very poor, very old stock are Received. ",I buy 3 cartons packing 1 leaked poor old stock received,-1
Product is original with long expiry and got it on discounted price with delivery on time ,product original long expiry got discounted price delivery time,1
Very delicious and tasty cooking oil thank you so much mezan and daraz providing me such a great and super cooking oil in very cheap price in 23 March sale very happy I am shopping in 23 march sale and also I purchased this cooking oil next time inshaAllah ,delicious tasty cooking oil thank much mezan daraz providing great super cooking oil cheap price 23 match sales happy shopping 23 match sales also purchased cooking oil next time inshaallah,1
"Absolutely good taste of the product with discounted price than market.
i will buy again.",absolutely good taste product discounted price market buy,1
best canola oil in pakistan is meezan canola oil.good quality oil low fat and best price.,best canola oil pakistan meezan canola oil good quality oil low fat best price,1
same as shown in advertised thank's daraz and seller ,shown advertised thanks data seller,0
Thank you for this amazing product in discounted price,thank amazing product discounted price,1
very good quality oil in reasonable price thanx seller,good quality oil reasonable price seller,1
Oil pouches are not easy to cut n pour. they should be in other packing (easy to pour),oil pouches easy cut poor packing easy pour,0
"Good Service , Good Packing  , Original Product , ",good service food packing original products,1
"Fully covered, nice quality product, recommended ",fully covered rice quality products recommended,1
This is my second order and no doubt about the excellent quality of cooking oil. ,second order doubt excellent quality cooking oil,0
daraz 11.11 is awesome... deivered on time with amazing discount... Thanks Daraz,data 11 11 awesome delivered time amazing discount thanks data,1
"original product, received in two days, well packed, low price, five star rating",original products received two days well packed low price five star rating,0
thanks daraz for 1212 sale and good product at responsible price. very satisfied,thanks data 1212 sales good products responsible prices satisfied,1
"A quality product,  on best price.  Thank you DARAZ for pass on great discounts ",quality product best price thank daraz pass great discounts,1
received nicely packed with discounted rate.,received nicely packed discounted rate,1
nice product and packing was also awesome 3 month expiry date .reached safely,nice product packing also awesome 3 month expiry date reached safely,1
Got at an amazing discount on promotion. Will definitely reccomend to others.,got amazing discount promotion definitely recommend others,1
original product with discount thanks DARAZ,original products discount thanks data,1
delivered on time. quality is good. thanks to daraz and seller for promotion,delivered time quality good thanks data sellers promotion,1
I got my order the next day through Express delivery . highly recommended ,I got order next day express delivery highly recommended,0
"Recommended
very well packed
got Green as a gift
same as picture
Low price",recommended well packed got green gift picture low price,1
nicely packed. received late due to corona virus lock down. thanks seller.,nicely packed received late due corona virus lock thanks seller,1
good and fresh products at responsible price. very satisfied thanks daraz,good fresh products responsible prices satisfied thanks data,1
"Received  in safe condition, no leakage. Highly recomended for others.",received safe condition leakage highly recommended others,0
packaging bht ache the safely phonch gaye delivery Timing was so good ,packaging actually safely punch gate delivery timing good,1
"packaging not upto the mark, few bags leaked. daraz should take action",packaging bags leaked data take action,0
Buhat acha hai or packing bhi achi trhan ki hoi thi. Nice thnks draz.,buhat acha packing bhi achi trhan ski nice thinks draz,1
Best cooking oil & fresh manufacturing. Love it. Thanks Daraz.pk 🙂,best cooking oil fresh manufacturing love thanks daraz pk,1
Mezan canol oil has good taste. It was nicely packed. I am Satisfied with the product quality and service. Thank you ,mezan canola oil good taste nicely packed satisfied product quality service thank,1
Good Quality ever.. Healthy and Heigenic💝 Good Packing with Long Expiry. Thanks Daraz .. Thanks Mezan Cooking Oil for your trust.,good quality ever healthy hygienic food packing long expiry thanks daraz thanks means cooking oil trust,1
original product received in safe packing and in discounted price... thanks seller and daraz for good services ,original products received safe packing discounted price thanks sellers daraz good services,1
"100 % orignal product received , with excellent condition ,also discounted price , thanks daraz and meezan .",100 original products received excellent condition also discounted price thanks data meezan,1
good product and service by Daraz . This is a repeat order . will order again. strongly recommended.  thank you daraz,good product service daraz repeat order order strongly recommended thank daraz,1
"Perfect!! Thanks Meezan and Daraz Team. 
Delivered product manufactured in new batch with 2022 Expiry Date.

Very Satisfied
❤️❤️❤️❤️❤️",perfect thanks meezan daraz team delivered products manufactured new batches 2022 expiry date satisfied,1
"markeet sy kam rate men mila mujhy , ainda bhi loga inshaa ALLAH
best quality 
suggested for everyone 
timely delivered 
satisfied with Daraz 
thank you daraz ",market cup rate men mild much ainda bhi loga inshaa allah best quality suggested everyone timely delivered satisfied daraz thank daraz,1
"thank you daraz for good service, good price , good genuine product with extended expiry date. delivered very quickly in all wrap for protection. will order again",thank daraz good service good price good genuine products extended expiry date delivered quickly wrap protection order,1
As usually daraz maintains its standard of service quality. . excellent product in such cheap price ..always waiting for sch type of sales . . thank you daraz for providing such high quality poduct. .,usually daraz maintains standard service quality excellent product cheap price always waiting type sales thank daraz providing high quality products,1
I am very happy with the product it is original product and I order it on Daraz 12.12 sale with discounted price.Exipre date is too long .I am totaly satisfied with this product.,I happy product original product order drag 12 12 sale discounted price expire date long totally satisfied product,1
12.12 sale k doran zabardast discount mili. item was safely reached and timely delivered. satisfied with quality and service. thank you,12 12 sale doran zabardast discount mile item safely reached timely delivered satisfied quality service thank,1
Ek star 🌟 is liye Kam dy rha hu apki packing bohat 3rd class thi کسی bhi wakt pouch لیک ho sakty thy but بچت ho gie bohat nazuk حالت main parcel mila kismat se oil theek hy or original ha,ek star like kam rha apki packing 3rd class thi کسی bhi want pouch لیک sakty thy بچت give bohat nazuk حالت main parcel mila kismat oil theek hundred original hall,1
got this from 12.12 sale and I'm absolutely loving my decision of buying this. highly recommended to be bought. I had great experience. it was nicely packed and was shipped on time.,got 12 12 sales absolutely loving decision buying highly recommended bought great experience nicely packed shipped time,1
"less  than markeet rate 
timely delivered 
original product 
best experience 
definitely suggest every one
thank you Daraz ❤",less market rate timely delivered original product best experience definitely suggest every one thank daraz,1
"markeet sy kam rate men mila mujhy , ainda bhi loga inshaa ALLAH
best quality 
suggested for everyone 
timely delivered 
satisfied with Daraz 
thank you daraz ",market cup rate men mild much ainda bhi loga inshaa allah best quality suggested everyone timely delivered satisfied daraz thank daraz,1
"Dilivered on time,  no damage. original  product with good expiry limit.  Suggestion from my side that packing can b better to avoid any damage. I got at concessional rate od 1120 with free shipping.Seller highly  recommended ",delivered time damage original products good expiry limit suggestion side packing better avoid damage I got concessional rates 1120 free shipping sellers highly recommended,1
Purchased second time and same as first order . . quality is also good highly satisfied and recommended. .thanks daraz . .,purchased second time first order quality also good highly satisfied recommended thanks data,1
"I got this product
delivery is in time . quality is Best.
daraz is
best plate form to shop.
I request just waived off delivery charges.",I got product delivery time quality best done best plate form shop request waived delivery charges,1
"less than markeet rate
original product 
timely delivered 
best experience 
definitely suggest everyone 
thank you daraz 🥰",less market rate original product timely delivered best experience definitely suggest everyone thank daraz,1
"its amazing service by daraz reciving good and gulity genion products I'm satisfied
Its easy to reach original products thanks to daraz",amazing service daraz receiving good quality genion products satisfied easy reach original products thanks daraz,1
"Wao amazing service by daraz reciving good and gulity genion products
Its easy to reach original products thanks to daraz",amazing service daraz receiving good quality genion products easy reach original products thanks daraz,1
Very happy to purchase this from Daraz as it was available in a very reasonable price and quality is superb and nicely packed,happy purchase daraz available reasonable price quality superb nicely packed,1
Good packing and fast delivery with amazing discount. I have good experience of Meezan in my home. Good quality oil and recommended.,good packing fast delivery amazing discount good experience meezan home good quality oil recommended,1
Mashallah mujhy parcel timely receive hogaya hai aur daraz ki taraf say mujhy buhut acha discount mila. i am very happy with daraz,mashallah mujhy parcel timely receive hogaya aur daraz di taraf say mujhy buhut acha discount mill happy daraz,1
It is original product and thank you daraz for giving us on discounted rate . I am very satisfied with product.The product was well packed . ,original product thank daraz giving us discounted rates satisfied product product well packed,1
Excellent Experience. Very Good Quality Canola Oil. Exactly same Mezan Canola Oil received as shown in Picture in such a low Price. Everybody should must buy this Nice Mezan Canola Oil. Highly Recommended. Thankyou so much Daraz...,excellent experience good quality canola oil exactly mean canola oil received shown pictures low price everybody must buy nice mezan canola oil highly recommended thankyou much daraz,1
"Great deal by Daraz, got the original product at amazing price and that too at doorstep and delivery was fast than expected ",great deal data got original product amazing prices doorstep delivery fast expected,1
"Mezan is very good cooking oil, original product I received,the packing was excellent with quick delivery,I am satisfied with seller and daraz!",mezan good cooking oil original product received packing excellent quick delivery satisfied sellers daraz,1
"Mezan is good cooking oil,I received it with free delivery and at discounted price then market, recommended!",mezan good cooking oil received free delivery discounted prices market recommended,1
Timely received. Original. Less price from market. The only issue I felt was it was not bubble wrapped. Daraz should bubble wrap these kind of fragile proucts.,timely received original less price market issue felt bubble wrapped daraz bubble wrap kind fragile products,0
"excellent packing
orignal product
right tym delivery
fully discounted price
aor kya chaiay
thanx daraz nd mezan",excellent packing original products right time delivery fully discounted price kya charity daraz mezan,1
Canola oil is good for health and Mezan is a well known brand. In 11-11 sale the discount I got on this product is also healthy 😃,canola oil good health mezan well known brand 11 11 sales discount got product also healthy,1
"Good quality product, get at discounted rate as compared with market due to HBL card offer (10% offer). Unfortunately not available at discounted rate on Daraz :-(",good quality products get discounted rate compared market due hot card offer 10 offer unfortunately available discounted rate data,0
it is original product and the packaging was very good. It was wrapped in bubble that's why it was safely delivered. Thank you Daraz and seller for good service. I am very satisfied with it.,original product packaging good wrapped bubble safely delivered thank daraz sellers good service I satisfied,1
Canola i is very healthy. Timely received at attractive price and free shipping.. So i am very glad. 😊😊,canola healthy timely received attractive prices free shipping glad,1
I bought Mezan canola oil. Excellent experience. Every thing is perfect. Delivered on time. safly packed.,I bought mezan canola oil excellent experience every thing perfect delivered time safely packed,1
As always Meezan canola oil is good product bought from dmart I will recommend to buy from this seller ,always meezan canola oil good product bought smart recommend buy seller,1
Iski price 1185 thi but delivery k time kiya box pr 1410 mention thi or ziada paid krne parra.cheating he ye.tang sachet ko gift likha tha but delivery pr uski price b add thi.buri baat seller,risk price 1185 delivery time kiya box 1410 mention ziada paid krne parra cheating tang sachet gift like delivery uski price b add buri baat seller,1
there is no tang as mention above order this various time Daraz not deliver the FOC products I never report but this is limit of something from big reputable organisation its not good to what I call it sort of thefting the customers FOC products shame to Daraz now you people are loosing your controls,tang mention order various time deliver products never report limit something big reputable organisation good call sort thefting customers products shame daraz people losing controls,-1
Good product and bought in very reasonable price as compared with market. Ordered Qty 20 Ltrs because HBL card discount also offered for this and product has good expiry time line. Highly pleased.,good products bought reasonable price compared market ordered equity 20 lots hot card discount also offered product good expiry time line highly pleased,1
Ordered it on Saturday evening and received it on Monday. Daraz has fulfilled its promise by providing quality products at affordable price. Product has good shelf life and available at discounted price as compare to offline market. I would request others to opt online shopping because it saves time and effort  moreover we can reduce the risk of Covid exposure by avoiding market visits.,ordered saturday evening received Monday data fulfilled promise providing quality products affordable price products good shelf life available discounted prices compared offline markets would request others opt online shopping saves time effort moreover reduce risk avoid exposure avoiding market visits,1
Product and Price is good as compared with market. Also having good expiry timelines. Recommended to buy and I will again buy inshallah,product price good compared markets also good expiry timelines recommended buy I buy inshallah,1
One of the best CANOLA OIL at this price 100% Original Best quality product as described at its best deliver within time with good packing and I will surely Recommended very good service.,one best canola oil price 100 original best quality products described best delivery within time good packing surely recommended good service,1
Nicely packed with good expiry date. Bought it in discounted rate. Retail is Rs 1295. I bought it at rate of Rs 1030. Highly pleased,nicely packed good expiry date bought discounted rate retail 1295 bought rate 1030 highly pleased,1
Well packed and timely delivery. Got in less price than market. Almost Rs. 250 less. Expiry is also 5 months left. ,well packed timely delivery got less price market almost 250 less expiry also 5 months left,0
"BEST EXPERIENCE ....

AS oil quality is best and expiry date is also July 2020 I paid less than market price I highly recommend as product mentioned is same as I got and I will order again 
Thanks Mezan",best experience oil quality best expiry date also july 2020 paid less market price highly recommend product mentioned got order thanks mean,1
mezan canola oil very good product and also very decent price and nice packing thanks daraz and thanks for seller recommend to all,mezan canola oil good products also decent price nice packing thanks daraz thanks sellers recommend,1
"Acurate and recently manufactured product with long expiry. Delivered in robust packaging, without any leakage. Speed of delivery can be improved.",accurate recently manufactured products long expiry delivered robust packaging without leakage speed delivery improved,1
Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using hbl card it was very good experience ,excellent service upto market always good packing quality superb delivered time thanks daraz providing best service received discounts using hot cards good experience,1
"Assalam-0-Alaikum
Product bohat accha hai 0r packing bhi bohat acchi hai
accha 0r sab se acchi baat discount bohat accha diya hai.
Excellent 👍👌 experience raha hai",assalam 0 alaikum product accha packing bhi bohat acchi hai accha 0r sab se acchi baht discount bohat accha diya excellent experience raha hai,1
"Assalam-0-Alaikum
Product bohat accha hai 0r packing bhi bohat acchi hai
accha 0r sab se acchi baat discount bohat accha diya hai.
Excellent 👍👌 experience raha hai",assalam 0 alaikum product accha packing bhi bohat acchi hai accha 0r sab se acchi baht discount bohat accha diya excellent experience raha hai,1
"Genuine product received in discounted price great experience with daraz Thanks a lot
InshaAllah will shop again.... 👍😊😍",genuine products received discounted price great experience daraz thanks lot inshaallah shop,1
The product was safely packed. Delivery was really fast. The item matches the description. Excellent experience!,product safely packed delivery really fast item matches description excellent experience,1
"received well packed and item is fine quality,I got cheaper than market here ,and quick delivery.also used it for cooking, canola oil is better and healthy than others like sunflower or soyabeans,I want to buy again but now shipping charges are very high",received well packed item fine quality got cheaper market quick delivery also used cooking canola oil better healthy others like sunflowers soyabeans I want buy shipping charges high,1
Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using hbl card it was an excellent experience as usual ,excellent service upto market always good packing quality superb delivered time thanks daraz providing best service received discounts using hot cards excellent experience usual,1
bhut acha or sasta cooking oil ha,bhut acha pasta cooking oil,1
original product. good discount. free delivery. everything awesome,original product good discount free delivery everything awesome,1
Original Product Same As in PIc ,original products came pic,0
"Received the Package in Well Condition, Reasonable Price, Thanks.",received package full condition reasonable price thanks,1
"original product
great quality
discounted price
packing also good",original products great quality discounted price packing also good,1
very good product same as shown. I am very happy from seller and thanks for daraz,good product shown happy sellers thanks daraz,1
good quality & original product amazing happy shopping on daraz,good quality original product amazing happy shopping daraz,1
"Got in discount, nicely packed, well received, thank you Daraz",got discount nicely packed well received thank daraz,1
product is original but very late received and damaged cartons,product original late received damaged cartons,-1
amazing quality recieved in secure packing with 6 months expiry period.. satisfying experience ,amazing quality received secure packing 6 months expiry period satisfying experience,1
"wao,nice orignal product with low price free shipping fast delivery thanks daraz thanks seller",two nice original product low price free shipping fast delivery thanks data thanks seller,1
Received Mezan Canola oil in a good packing at my door step and that too at the best price. 👍,received mezan canola oil good packing door step best price,1
2nd order in 11.11 sale... great discount with fast delivery,2nd order 11 11 sales great discounts fast delivery,1
great packing and great oil on discounted price thanks daraz,great packing great oil discounted price thanks daraz,1
"Amazing experience well fast delivery and good packing highly recommend 😊😊😊😊😊😊 thanks 
",amazing experience well fast delivery good packing highly recommend thanks,1
It's very good item and quiuk delivery I recommend to.  Buy,It good item quick delivery recommend buy,1
"Nice product
Good packing
Dilivered in Time
Recommended 😊",nice product food packing delivered time recommended,1
Quick delivery. Very well packaged. Smooth process. And authentic products. Thank you Daraz,quick delivery well packaged smooth process authentic products thank daraz,1
original and best experience. Thanks Daraz provide quality products at door 🚪🚪🚪🚪 step.,original best experienced thanks data provide quality products door step,1
"Cheaper than local store delivered on time
Recommended. ",cheaper local stores delivered time recommended,0
Nice packing. Delivery is super fast. I recommend to buy,nice packing delivery super fast recommend buy,1
good taste I found on discount price with free shipping ,good taste found discount prices free shipping,1
"Best quality Price bhot kam me mila THANKS HBL, DARAZ 👍",best quality price came milk thanks hbl daraz,1
Original product. Expiry was about 3 months remaining. ,original product expiry 3 months remaining,0
Good Quality at reasonable price I am highly recommend,good quality reasonable price highly recommend,1
Quality always very good of Mezan oil. thanks to Daraz,quality always good mezan oil thanks daraz,1
Packaging is good and orignal product receive on deliverd time thanks saler and daraz. ,packaging good original products received delivered time thanks sales daraz,1
excellent timely delivery nice packing best quality best price. I recommend this seller,excellent timely delivery rice packing best quality best price recommend seller,1
"good product, long expiry and received very quickly.",good products long expiry received quickly,1
Oil best hai Next time bhi zaroor mangwagy inshallah,best next time zaroor manager inshallah,1
"well Packed
on time delivery 
Quality Product Meezan",well packed time delivery quality product means,0
Original product and found good discount below market rate. Packaging is also great,original product found good discounts market rate packaging also great,1
"Fresh taste with good aroma.
cheaper than market.",fresh taste good aroma cheaper market,1
Productis original but Expiry date is too short. ,products original expiry date short,0
original product on discounted price thanks daraz,original products discounted price thanks data,1
Original product and very fast delivery amazing ,original product fast delivery amazing,1
Excellent service upto the mark as always very good packing am delivered on time ,excellent service market always good packing delivered time,1
Original item. Expiry only 3 months remaining. ,original item expiry 3 months remaining,0
"The item received in a good packing
Good order ata good price
Love the discount ",item received good packing good order good price love discount,1
"Delivery on time, Original product. SATISFIED ",delivery time original product satisfied,1
Original Product Nice packaging. Safely Packed and timely delivered. 🌟🌟🌟🌟🌟,original product rice packaging safely packed timely delivered,1
Recieved parcel in secure packing well on time with discount.. Will order again,received parcel secure packing well time discount order,1
good Product,good product,1
"Nice packing and original product
Recommended",nice packing original products recommended,1
"thanks daraz for prompt delivery, highly recommended seller. original product.",thanks data prompt delivery highly recommended seller original product,1
"Superb like always, very reasonable price, received on time, packed very well",superb like always reasonable prices received time packed well,1
"Nice product, cheapest cost, timely delivered, thank you daraz for everything",nice produce cheapest cost timely delivered thank daraz everything,1
100% original product and safely received. ,100 original product safely received,1
Daraz is number one in delivery and quality,data number one delivery quality,0
nicely packed. price lower than retailed market. delivered timely. thank you,nicely packed prices lower retailed markets delivered timely thank,1
Best quality. Excellent packing with the '' Fragile '' sticker on the box. ,best quality excellent packing fragile sticker box,1
Everything is good but one pack is leaked,everything good one pack leaked,0
quick delivery and good quality / packing,quick delivery good quality packing,1
"excellent product fastest shipping  original item to
recommend 100 percent",excellent product fastest shipping original item recommend 100 percent,1
"received nicely packed, orignal product.",received nicely packed original products,1
Recieved original package in just 925 Rs,received original package 925,0
achi product hai. received  fresh stock,product received fresh stock,0
"good product,
good packing,
suitable expiry time",good product food packing suitable expiry time,1
100% original product. I always used it. Received before estimated time,100 original product I always used received estimated time,0
very good product in cheap price. . satisfied and highly recommended. .,good product cheap price satisfied highly recommended,1
"received nicely packed, good product ",received nicely packed good product,1
packing is good quality is also good,packing good quality also good,1
Aone Quality product 👍 thanks Daraz,quality product thanks daraz,1
"excellent and original products 

well packed

thanks daraz and Team",excellent original products well packed thanks data team,1
Good quality...... satisfied......,good quality satisfied,1
Very good quality and good seller ,good quality good seller,1
Good quality and received in time.,good quality received time,1
product is good.delivered next day. no pack was leaked. satisfied. ,product good delivered next day pack leaked satisfied,0
"Good product recieved 
Original n discounted price 
Shall buy again",good product received original discounted price shall buy,1
received on time and original product.,received time original product,0
the best quality of cooking oil and always recommended and also thanks to daraz for providing original product,best quality cooking oil always recommended also thanks data providing original products,1
Excellent packaging and product delivered on time. Price was discounted but not any more. Now price is very high. ,excellent packaging products delivered time price discounted new price high,1
